Marca,Modelo,Año,Tipo_Combustible,Potencia_HP,Cilindros,Tipo_Transmision,Categoria_Mercado,Tamaño_Vehiculo,Vehicle Style,KPL_Carretera,KPL_Ciudad,Precio,Consumo_KPL_Carretera
Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,15.305184,11.478888000000001,15495,Medio 
Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,15.305184,11.478888000000001,17905,Medio 
Kia,Rio,2017,regular unleaded,138.0,4.0,MANUAL,,Compact,Sedan,15.305184,11.478888000000001,14165,Medio 
Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,15.305184,11.478888000000001,20905,Medio 
Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,,Compact,Sedan,15.305184,11.478888000000001,15395,Medio 
Buick,Riviera,1997,regular unleaded,205.0,6.0,AUTOMATIC,,Large,Coupe,11.053744,7.227448000000001,2000,Bajo
Buick,Riviera,1997,regular unleaded,240.0,6.0,AUTOMATIC,,Large,Coupe,10.203456000000001,6.802304,2000,Bajo
Buick,Riviera,1998,regular unleaded,240.0,6.0,AUTOMATIC,,Large,Coupe,10.6286,6.802304,2155,Bajo
Buick,Riviera,1999,regular unleaded,240.0,6.0,AUTOMATIC,,Large,Coupe,10.6286,6.802304,2379,Bajo
Acura,RL,2010,premium unleaded (required),300.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,9.353168,6.802304,54250,Bajo
Acura,RL,2010,premium unleaded (required),300.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,9.353168,6.802304,50450,Bajo
Acura,RL,2010,premium unleaded (required),300.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,9.353168,6.802304,46830,Bajo
Acura,RL,2011,premium unleaded (required),300.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,10.203456000000001,7.227448000000001,51350,Bajo
Acura,RL,2011,premium unleaded (required),300.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,10.203456000000001,7.227448000000001,55150,Bajo
Acura,RL,2011,premium unleaded (required),300.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,10.203456000000001,7.227448000000001,47200,Bajo
Acura,RL,2012,premium unleaded (required),300.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,10.203456000000001,7.227448000000001,48200,Bajo
Acura,RL,2012,premium unleaded (required),300.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,10.203456000000001,7.227448000000001,52350,Bajo
Acura,RL,2012,premium unleaded (required),300.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,10.203456000000001,7.227448000000001,56150,Bajo
Acura,RLX,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,13.179464000000001,8.502880000000001,50950,Bajo
Acura,RLX,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,13.179464000000001,8.502880000000001,60450,Bajo
Acura,RLX,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,13.179464000000001,8.502880000000001,48450,Bajo
Acura,RLX,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,13.179464000000001,8.502880000000001,54450,Bajo
Acura,RLX,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,13.179464000000001,8.502880000000001,56950,Bajo
Acura,RLX,2016,premium unleaded (recommended),310.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,13.179464000000001,8.502880000000001,54450,Bajo
Acura,RLX,2016,premium unleaded (recommended),377.0,6.0,AUTOMATED_MANUAL,"Luxury,High-Performance,Hybrid",Midsize,Sedan,13.604608,11.904032,59950,Bajo
Acura,RLX,2016,premium unleaded (recommended),310.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,13.179464000000001,8.502880000000001,60450,Bajo
Acura,RLX,2016,premium unleaded (recommended),377.0,6.0,AUTOMATED_MANUAL,"Luxury,High-Performance,Hybrid",Midsize,Sedan,13.604608,11.904032,65950,Bajo
Acura,RLX,2016,premium unleaded (recommended),310.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,13.179464000000001,8.502880000000001,50950,Bajo
Acura,RLX,2017,premium unleaded (recommended),310.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,12.75432,8.502880000000001,54450,Bajo
Acura,RLX,2017,premium unleaded (recommended),310.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,12.75432,8.502880000000001,60450,Bajo
Buick,Roadmaster,1994,regular unleaded,260.0,8.0,AUTOMATIC,,Large,Sedan,9.778312,6.37716,2000,Bajo
Buick,Roadmaster,1994,regular unleaded,260.0,8.0,AUTOMATIC,,Large,Wagon,9.778312,6.37716,2000,Bajo
Buick,Roadmaster,1995,regular unleaded,260.0,8.0,AUTOMATIC,,Large,Sedan,9.778312,6.37716,2000,Bajo
Buick,Roadmaster,1995,regular unleaded,260.0,8.0,AUTOMATIC,,Large,Wagon,9.778312,6.37716,2000,Bajo
Buick,Roadmaster,1996,regular unleaded,260.0,8.0,AUTOMATIC,,Large,Sedan,10.203456000000001,6.37716,2190,Bajo
Buick,Roadmaster,1996,regular unleaded,260.0,8.0,AUTOMATIC,,Large,Sedan,10.203456000000001,6.37716,2000,Bajo
Buick,Roadmaster,1996,regular unleaded,260.0,8.0,AUTOMATIC,,Large,Wagon,10.203456000000001,6.37716,2212,Bajo
Nissan,Rogue Select,2014,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,11.904032,9.778312,20150,Bajo
Nissan,Rogue Select,2014,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,11.478888000000001,9.353168,21500,Bajo
Nissan,Rogue Select,2015,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,11.478888000000001,9.353168,21500,Bajo
Nissan,Rogue Select,2015,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,11.904032,9.778312,20150,Bajo
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.604608,10.6286,24140,Bajo
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.604608,10.6286,29630,Bajo
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.604608,10.6286,24390,Bajo
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,14.029752,11.053744,28280,Bajo
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,14.029752,11.053744,24490,Bajo
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,14.029752,11.053744,22790,Bajo
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.604608,10.6286,25840,Bajo
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,14.029752,11.053744,23040,Bajo
Nissan,Rogue,2016,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.604608,10.6286,30080,Bajo
Nissan,Rogue,2016,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.604608,10.6286,24680,Bajo
Nissan,Rogue,2016,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.604608,10.6286,26130,Bajo
Nissan,Rogue,2016,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,14.029752,11.053744,28730,Bajo
Nissan,Rogue,2016,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,14.029752,11.053744,24780,Bajo
Nissan,Rogue,2016,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,14.029752,11.053744,23330,Bajo
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,14.029752,11.053744,23820,Bajo
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.604608,10.6286,26590,Bajo
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,14.029752,11.053744,25240,Bajo
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.604608,10.6286,25170,Bajo
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.604608,10.6286,31310,Bajo
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,14.029752,11.053744,29960,Bajo
Kia,Rondo,2007,regular unleaded,162.0,4.0,AUTOMATIC,,Compact,Wagon,11.053744,8.077736,19195,Bajo
Kia,Rondo,2007,regular unleaded,182.0,6.0,AUTOMATIC,,Compact,Wagon,10.6286,7.652592,20195,Bajo
Kia,Rondo,2007,regular unleaded,162.0,4.0,AUTOMATIC,,Compact,Wagon,11.053744,8.077736,16395,Bajo
Kia,Rondo,2007,regular unleaded,182.0,6.0,AUTOMATIC,,Compact,Wagon,10.6286,7.652592,18895,Bajo
Kia,Rondo,2007,regular unleaded,162.0,4.0,AUTOMATIC,,Compact,Wagon,11.053744,8.077736,17895,Bajo
Kia,Rondo,2008,regular unleaded,162.0,4.0,AUTOMATIC,,Compact,Wagon,11.053744,8.077736,16395,Bajo
Kia,Rondo,2008,regular unleaded,182.0,6.0,AUTOMATIC,,Compact,Wagon,11.053744,7.652592,18895,Bajo
Kia,Rondo,2008,regular unleaded,162.0,4.0,AUTOMATIC,,Compact,Wagon,11.053744,8.077736,19195,Bajo
Kia,Rondo,2008,regular unleaded,182.0,6.0,AUTOMATIC,,Compact,Wagon,11.053744,7.652592,20195,Bajo
Kia,Rondo,2008,regular unleaded,162.0,4.0,AUTOMATIC,,Compact,Wagon,11.053744,8.077736,17895,Bajo
Kia,Rondo,2009,regular unleaded,192.0,6.0,AUTOMATIC,,Compact,Wagon,11.053744,7.652592,19495,Bajo
Kia,Rondo,2009,regular unleaded,175.0,4.0,AUTOMATIC,,Compact,Wagon,11.478888000000001,8.502880000000001,21295,Bajo
Kia,Rondo,2009,regular unleaded,192.0,6.0,AUTOMATIC,,Compact,Wagon,11.053744,7.652592,22295,Bajo
Kia,Rondo,2009,regular unleaded,175.0,4.0,AUTOMATIC,,Compact,Wagon,11.478888000000001,8.502880000000001,18495,Bajo
Kia,Rondo,2009,regular unleaded,175.0,4.0,AUTOMATIC,,Compact,Wagon,11.478888000000001,8.502880000000001,17495,Bajo
Volkswagen,Routan,2010,regular unleaded,197.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,9.778312,6.802304,33600,Bajo
Volkswagen,Routan,2010,regular unleaded,251.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,10.6286,7.227448000000001,42500,Bajo
Volkswagen,Routan,2010,regular unleaded,251.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,10.6286,7.227448000000001,38600,Bajo
Volkswagen,Routan,2010,regular unleaded,197.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,9.778312,6.802304,25900,Bajo
Volkswagen,Routan,2010,regular unleaded,197.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,9.778312,6.802304,30600,Bajo
Volkswagen,Routan,2010,regular unleaded,197.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,9.778312,6.802304,32600,Bajo
Volkswagen,Routan,2010,regular unleaded,251.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,10.6286,7.227448000000001,36600,Bajo
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,10.6286,7.227448000000001,43240,Bajo
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,10.6286,7.227448000000001,34750,Bajo
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,10.6286,7.227448000000001,37390,Bajo
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,10.6286,7.227448000000001,33790,Bajo
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,10.6286,7.227448000000001,26930,Bajo
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,10.6286,7.227448000000001,39390,Bajo
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,,Midsize,Passenger Minivan,10.6286,7.227448000000001,31770,Bajo
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,Flex Fuel,Midsize,Passenger Minivan,10.6286,7.227448000000001,34490,Bajo
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,Flex Fuel,Midsize,Passenger Minivan,10.6286,7.227448000000001,39890,Bajo
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,Flex Fuel,Midsize,Passenger Minivan,10.6286,7.227448000000001,32010,Bajo
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,Flex Fuel,Midsize,Passenger Minivan,10.6286,7.227448000000001,33490,Bajo
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,Flex Fuel,Midsize,Passenger Minivan,10.6286,7.227448000000001,37890,Bajo
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,Flex Fuel,Midsize,Passenger Minivan,10.6286,7.227448000000001,44280,Bajo
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,Flex Fuel,Midsize,Passenger Minivan,10.6286,7.227448000000001,27020,Bajo
Audi,RS 4,2007,premium unleaded (required),420.0,8.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,8.502880000000001,5.526872,66000,Bajo
Audi,RS 4,2008,premium unleaded (required),420.0,8.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,8.077736,5.1017280000000005,81900,Bajo
Audi,RS 4,2008,premium unleaded (required),420.0,8.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,8.502880000000001,5.526872,66910,Bajo
Audi,RS 5,2013,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,9.778312,6.802304,77900,Bajo
Audi,RS 5,2013,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,9.778312,6.802304,68900,Bajo
Audi,RS 5,2014,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,9.778312,6.802304,69600,Bajo
Audi,RS 5,2014,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,9.353168,6.802304,77900,Bajo
Audi,RS 5,2015,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,9.353168,6.802304,79200,Bajo
Audi,RS 5,2015,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,9.778312,6.802304,70900,Bajo
Audi,RS 6,2003,premium unleaded (required),450.0,8.0,AUTOMATIC,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,8.502880000000001,5.952016,82700,Bajo
Audi,RS 7,2015,premium unleaded (required),560.0,8.0,AUTOMATIC,"Factory Tuner,Luxury,High-Performance",Large,Sedan,11.478888000000001,6.802304,106500,Bajo
Audi,RS 7,2016,premium unleaded (required),560.0,8.0,AUTOMATIC,"Factory Tuner,Luxury,High-Performance",Large,Sedan,10.6286,6.37716,108900,Bajo
Audi,RS 7,2017,premium unleaded (required),560.0,8.0,AUTOMATIC,"Factory Tuner,Luxury,High-Performance",Large,Sedan,10.6286,6.37716,110700,Bajo
Acura,RSX,2004,regular unleaded,160.0,4.0,MANUAL,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,12.75432,10.203456000000001,21100,Bajo
Acura,RSX,2004,regular unleaded,160.0,4.0,MANUAL,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,12.75432,10.203456000000001,20025,Bajo
Acura,RSX,2004,regular unleaded,160.0,4.0,AUTOMATIC,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,13.179464000000001,9.353168,22000,Bajo
Acura,RSX,2004,regular unleaded,160.0,4.0,AUTOMATIC,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,13.179464000000001,9.353168,20925,Bajo
Acura,RSX,2004,premium unleaded (required),200.0,4.0,MANUAL,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,11.904032,8.928024,23320,Bajo
Acura,RSX,2005,regular unleaded,160.0,4.0,MANUAL,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,13.179464000000001,10.203456000000001,20275,Bajo
Acura,RSX,2005,regular unleaded,160.0,4.0,AUTOMATIC,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,13.179464000000001,9.353168,22250,Bajo
Acura,RSX,2005,regular unleaded,160.0,4.0,AUTOMATIC,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,13.179464000000001,9.353168,21175,Bajo
Acura,RSX,2005,regular unleaded,160.0,4.0,MANUAL,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,13.179464000000001,10.203456000000001,21350,Bajo
Acura,RSX,2005,premium unleaded (required),210.0,4.0,MANUAL,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,11.904032,8.502880000000001,23670,Bajo
Acura,RSX,2006,regular unleaded,155.0,4.0,MANUAL,"Hatchback,Luxury",Compact,2dr Hatchback,13.179464000000001,10.203456000000001,20325,Bajo
Acura,RSX,2006,regular unleaded,155.0,4.0,MANUAL,"Hatchback,Luxury",Compact,2dr Hatchback,13.179464000000001,10.203456000000001,21475,Bajo
Acura,RSX,2006,premium unleaded (required),201.0,4.0,MANUAL,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,11.904032,8.502880000000001,23845,Bajo
Acura,RSX,2006,regular unleaded,155.0,4.0,AUTOMATIC,"Hatchback,Luxury",Compact,2dr Hatchback,13.179464000000001,9.353168,21225,Bajo
Acura,RSX,2006,regular unleaded,155.0,4.0,AUTOMATIC,"Hatchback,Luxury",Compact,2dr Hatchback,13.179464000000001,9.353168,22375,Bajo
Lexus,RX 300,2001,premium unleaded (required),220.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,8.928024,7.227448000000001,33955,Bajo
Lexus,RX 300,2001,premium unleaded (required),220.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,8.928024,6.802304,35705,Bajo
Lexus,RX 300,2002,regular unleaded,220.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,8.928024,6.802304,35705,Bajo
Lexus,RX 300,2002,regular unleaded,220.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,8.928024,7.227448000000001,33955,Bajo
Lexus,RX 300,2003,regular unleaded,220.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,8.928024,6.802304,36925,Bajo
Lexus,RX 300,2003,regular unleaded,220.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,8.928024,7.227448000000001,35125,Bajo
Lexus,RX 330,2004,regular unleaded,230.0,6.0,AUTOMATIC,"Crossover,Luxury,Performance",Midsize,4dr SUV,10.203456000000001,7.227448000000001,35275,Bajo
Lexus,RX 330,2004,regular unleaded,230.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,9.353168,6.802304,36675,Bajo
Lexus,RX 330,2005,regular unleaded,230.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,9.778312,7.227448000000001,36025,Bajo
Lexus,RX 330,2005,regular unleaded,230.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,9.353168,6.802304,37425,Bajo
Lexus,RX 330,2006,regular unleaded,223.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,9.778312,7.227448000000001,36370,Bajo
Lexus,RX 330,2006,regular unleaded,223.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,9.353168,6.802304,37770,Bajo
Lexus,RX 350,2015,regular unleaded,270.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,10.6286,7.652592,40970,Bajo
Lexus,RX 350,2015,regular unleaded,270.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.053744,7.652592,50220,Bajo
Lexus,RX 350,2015,regular unleaded,270.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.053744,7.652592,48710,Bajo
Lexus,RX 350,2015,regular unleaded,270.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,10.203456000000001,7.652592,42370,Bajo
Lexus,RX 350,2016,regular unleaded,295.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.053744,8.077736,49125,Bajo
Lexus,RX 350,2016,regular unleaded,295.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.502880000000001,41900,Bajo
Lexus,RX 350,2016,regular unleaded,295.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.053744,8.077736,43300,Bajo
Lexus,RX 350,2017,regular unleaded,295.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.053744,8.077736,50320,Bajo
Lexus,RX 350,2017,regular unleaded,295.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,8.502880000000001,48920,Bajo
Lexus,RX 350,2017,regular unleaded,295.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,8.502880000000001,43020,Bajo
Lexus,RX 350,2017,regular unleaded,295.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.053744,8.077736,44420,Bajo
Lexus,RX 400h,2006,regular unleaded,268.0,6.0,AUTOMATIC,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,10.6286,11.478888000000001,46060,Bajo
Lexus,RX 400h,2006,regular unleaded,268.0,6.0,AUTOMATIC,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,10.6286,11.904032,44660,Bajo
Lexus,RX 400h,2007,regular unleaded,268.0,6.0,AUTOMATIC,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,10.6286,11.904032,41180,Bajo
Lexus,RX 400h,2007,regular unleaded,268.0,6.0,AUTOMATIC,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,10.6286,11.478888000000001,42580,Bajo
Lexus,RX 400h,2008,premium unleaded (required),268.0,6.0,AUTOMATIC,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,10.203456000000001,11.478888000000001,42080,Bajo
Lexus,RX 400h,2008,premium unleaded (required),268.0,6.0,AUTOMATIC,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,10.203456000000001,11.053744,43480,Bajo
Lexus,RX 450h,2015,premium unleaded (required),295.0,6.0,AUTOMATIC,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,11.904032,13.604608,47620,Bajo
Lexus,RX 450h,2015,premium unleaded (required),295.0,6.0,AUTOMATIC,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,11.904032,12.75432,49020,Bajo
Lexus,RX 450h,2016,premium unleaded (recommended),308.0,6.0,AUTOMATIC,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,11.904032,12.75432,57045,Bajo
Lexus,RX 450h,2016,premium unleaded (recommended),308.0,6.0,AUTOMATIC,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,11.904032,12.75432,53635,Bajo
Lexus,RX 450h,2016,premium unleaded (recommended),308.0,6.0,AUTOMATIC,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,12.75432,13.179464000000001,52235,Bajo
Lexus,RX 450h,2017,premium unleaded (recommended),308.0,6.0,AUTOMATIC,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,11.904032,13.179464000000001,53035,Bajo
Lexus,RX 450h,2017,premium unleaded (recommended),308.0,6.0,AUTOMATIC,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,11.904032,13.179464000000001,56495,Bajo
Mazda,RX-7,1993,regular unleaded,255.0,,MANUAL,"Factory Tuner,Performance",Compact,Coupe,9.778312,6.37716,7523,Bajo
Mazda,RX-7,1994,regular unleaded,255.0,,MANUAL,"Factory Tuner,Performance",Compact,Coupe,9.778312,6.37716,8147,Bajo
Mazda,RX-7,1995,regular unleaded,255.0,,MANUAL,"Factory Tuner,Performance",Compact,Coupe,9.778312,6.37716,8839,Bajo
Mazda,RX-8,2009,premium unleaded (required),232.0,,MANUAL,Performance,Compact,Coupe,9.353168,6.802304,31930,Bajo
Mazda,RX-8,2009,premium unleaded (required),212.0,,AUTOMATIC,Performance,Compact,Coupe,9.778312,6.802304,26435,Bajo
Mazda,RX-8,2009,premium unleaded (required),232.0,,MANUAL,Performance,Compact,Coupe,9.353168,6.802304,27860,Bajo
Mazda,RX-8,2009,premium unleaded (required),232.0,,MANUAL,Performance,Compact,Coupe,9.353168,6.802304,31000,Bajo
Mazda,RX-8,2009,premium unleaded (required),232.0,,MANUAL,Performance,Compact,Coupe,9.353168,6.802304,26435,Bajo
Mazda,RX-8,2009,premium unleaded (required),212.0,,AUTOMATIC,Performance,Compact,Coupe,9.778312,6.802304,31700,Bajo
Mazda,RX-8,2009,premium unleaded (required),212.0,,AUTOMATIC,Performance,Compact,Coupe,9.778312,6.802304,28560,Bajo
Mazda,RX-8,2010,premium unleaded (required),232.0,,MANUAL,Performance,Compact,Coupe,9.353168,6.802304,32140,Bajo
Mazda,RX-8,2010,premium unleaded (required),212.0,,AUTOMATIC,Performance,Compact,Coupe,9.778312,6.802304,26645,Bajo
Mazda,RX-8,2010,premium unleaded (required),212.0,,AUTOMATIC,Performance,Compact,Coupe,9.778312,6.802304,32810,Bajo
Mazda,RX-8,2010,premium unleaded (required),232.0,,MANUAL,Performance,Compact,Coupe,9.353168,6.802304,26645,Bajo
Mazda,RX-8,2010,premium unleaded (required),232.0,,MANUAL,Performance,Compact,Coupe,9.353168,6.802304,32110,Bajo
Mazda,RX-8,2011,premium unleaded (required),212.0,,AUTOMATIC,Performance,Compact,Coupe,9.778312,6.802304,32960,Bajo
